Log for:/srv/http/tid4k/
# timestamp | duration | file | instruction | dir | modtime | etag | size | fileId | status | errorString | http result code | other size | other modtime | X-Request-ID
#=#=#=#=# Propagation starts 2023-03-03T21:36:56Z (last step: 441 msec , total: 441 msec) 
#=#=#=# Syncrun finished 2023-03-03T21:36:56Z (last step: 3 msec , total: 444 msec) 
#=#=#=# Syncrun started 2023-03-03T22:23:09Z
#=#=#=#=# Propagation starts 2023-03-03T22:23:09Z (last step: 495 msec , total: 495 msec) 
2023-03-03T22:23:09Z | pages/pre_autorizare.php | SyncInstruction(CSYNC_INSTRUCTION_SYNC) | OCC::SyncFileItem::Up | | 1677882185 | 0015663b19336ce38de1b0cbb363c18a | 1382 | 00194476oc45wm5th3j3 | OCC::SyncFileItem::Success |  | 204 | 1388 | 1677862815 | 8398776f-a315-42ff-9c6a-b5fd05891a32 | 
#=#=#=# Syncrun finished 2023-03-03T22:23:10Z (last step: 445 msec , total: 940 msec) 
#=#=#=# Syncrun started 2023-03-03T22:28:20Z
#=#=#=#=# Propagation starts 2023-03-03T22:28:21Z (last step: 870 msec , total: 870 msec) 
2023-03-03T22:28:21Z | index.php | SyncInstruction(CSYNC_INSTRUCTION_SYNC) | OCC::SyncFileItem::Up | | 1677882285 | 088f8da0cc8a9910f16260cd870e3e02 | 1654 | 00194466oc45wm5th3j3 | OCC::SyncFileItem::Success |  | 204 | 1661 | 1677864509 | 7d06830d-a55d-42cc-ae72-c57abc71c018 | 
#=#=#=# Syncrun finished 2023-03-03T22:28:21Z (last step: 378 msec , total: 1248 msec) 
#=#=#=# Syncrun started 2023-03-03T22:33:38Z
#=#=#=#=# Propagation starts 2023-03-03T22:33:39Z (last step: 521 msec , total: 521 msec) 
#=#=#=# Syncrun finished 2023-03-03T22:33:39Z (last step: 3 msec , total: 525 msec) 
#=#=#=# Syncrun started 2023-03-03T22:40:03Z
#=#=#=#=# Propagation starts 2023-03-03T22:40:03Z (last step: 455 msec , total: 455 msec) 
2023-03-03T22:40:04Z | index.php | SyncInstruction(CSYNC_INSTRUCTION_SYNC) | OCC::SyncFileItem::Up | | 1677882930 | 524e4fff79b82a1c17853000273f208e | 1807 | 00194466oc45wm5th3j3 | OCC::SyncFileItem::Success |  | 204 | 1654 | 1677882285 | e9d9516a-8c92-4b81-9321-d83df67327bc | 
#=#=#=# Syncrun finished 2023-03-03T22:40:04Z (last step: 501 msec , total: 956 msec) 
#=#=#=# Syncrun started 2023-03-03T22:40:11Z
#=#=#=#=# Propagation starts 2023-03-03T22:40:12Z (last step: 482 msec , total: 482 msec) 
#=#=#=# Syncrun finished 2023-03-03T22:40:12Z (last step: 2 msec , total: 485 msec) 
#=#=#=# Syncrun started 2023-03-03T22:46:41Z
#=#=#=#=# Propagation starts 2023-03-03T22:46:41Z (last step: 506 msec , total: 506 msec) 
 | pages/pre_autorizare.php | SyncInstruction(CSYNC_INSTRUCTION_SYNC) | OCC::SyncFileItem::Up | | 1677883600 | 0015663b19336ce38de1b0cbb363c18a | 1383 | 00194476oc45wm5th3j3 | OCC::SyncFileItem::Message | Local file changed during sync. It will be resumed. | 0 | 1382 | 1677882185 |  | 
#=#=#=# Syncrun finished 2023-03-03T22:46:41Z (last step: 4 msec , total: 510 msec) 
#=#=#=# Syncrun started 2023-03-03T22:46:43Z
#=#=#=#=# Propagation starts 2023-03-03T22:46:43Z (last step: 507 msec , total: 507 msec) 
#=#=#=# Syncrun finished 2023-03-03T22:46:43Z (last step: 3 msec , total: 510 msec) 
#=#=#=# Syncrun started 2023-03-03T22:53:11Z
#=#=#=#=# Propagation starts 2023-03-03T22:53:12Z (last step: 615 msec , total: 615 msec) 
2023-03-03T22:53:12Z | pages/pre_autorizare.php | SyncInstruction(CSYNC_INSTRUCTION_SYNC) | OCC::SyncFileItem::Up | | 1677883812 | df4d792e8af04578759b52fd753821ed | 1383 | 00194476oc45wm5th3j3 | OCC::SyncFileItem::Success |  | 204 | 1382 | 1677882185 | cae04778-e040-4cbe-bdf1-206de7668412 | 
#=#=#=# Syncrun finished 2023-03-03T22:53:12Z (last step: 457 msec , total: 1073 msec) 
#=#=#=# Syncrun started 2023-03-03T22:53:21Z
#=#=#=#=# Propagation starts 2023-03-03T22:53:22Z (last step: 930 msec , total: 930 msec) 
#=#=#=# Syncrun finished 2023-03-03T22:53:22Z (last step: 4 msec , total: 934 msec) 
